v_ID,v_Frame_output,v_Vel_output,Frame_ID,v_Vel,v_Acc,Space_Headway,Time_Headway
475,2372,37.42,2371,30.45,2.51,46.24,1.52
468,2372,34.55,2371,29.46,-6.61,47.93,1.63
472,2373,30.74,2372,34.55,-0.11,92.56,2.68
475,2373,36.37,2372,30.65,1.45,46.63,1.52
468,2373,34.57,2372,28.61,-10.28,47.19,1.65
475,2374,35.54,2373,30.74,0.35,47.0,1.53
468,2374,34.5,2373,27.51,-11.2,46.61,1.69
472,2374,30.76,2373,34.57,0.36,91.92,2.66
472,2375,30.75,2374,34.5,-1.25,91.14,2.64
468,2375,34.01,2374,26.37,-10.83,46.21,1.75
475,2375,35.1,2374,30.76,-0.12,47.39,1.54
472,2376,30.75,2375,34.01,-7.3,90.22,2.65
468,2376,32.87,2375,25.53,-6.27,46.03,1.8
475,2376,34.97,2375,30.75,-0.08,47.8,1.55
475,2377,34.98,2376,30.75,0.0,48.09,1.56
468,2377,31.06,2376,25.1,-2.04,45.99,1.83
472,2377,30.75,2376,32.87,-11.2,89.34,2.72
472,2378,30.75,2377,31.06,-11.2,88.64,2.85
468,2378,28.83,2377,24.97,0.09,45.99,1.84
475,2378,35.02,2377,30.75,0.0,48.2,1.57
472,2379,30.75,2378,28.83,-11.2,88.14,3.06
468,2379,26.89,2378,24.98,0.25,45.98,1.84
475,2379,35.03,2378,30.75,0.0,48.12,1.56
468,2380,25.86,2379,25.0,0.0,45.96,1.84
475,2380,34.9,2379,30.75,0.0,47.84,1.56
472,2380,30.75,2379,26.89,-11.2,87.85,3.27
472,2381,30.75,2380,25.86,-4.82,87.76,3.39
468,2381,26.02,2380,25.0,0.0,45.93,1.84
475,2381,34.47,2380,30.75,0.0,47.36,1.54
468,2382,27.24,2381,25.0,0.0,45.87,1.83
475,2382,33.63,2381,30.75,0.0,46.75,1.52
472,2382,30.75,2381,26.02,8.72,87.78,3.37
475,2383,32.5,2382,30.75,0.0,46.33,1.51
472,2383,30.75,2382,27.24,11.2,87.63,3.22
468,2383,29.03,2382,25.0,0.0,45.74,1.83
475,2384,31.36,2383,30.75,0.0,46.07,1.5
472,2384,30.75,2383,29.03,11.2,87.32,3.01
468,2384,30.78,2383,25.0,0.0,45.52,1.82
475,2385,30.53,2384,30.75,0.0,45.98,1.5
472,2385,30.74,2384,30.78,11.2,86.83,2.82
468,2385,32.07,2384,25.0,0.0,45.29,1.81
468,2386,32.76,2385,25.0,0.0,45.07,1.8
472,2386,30.73,2385,32.07,10.19,86.19,2.69
475,2386,30.1,2385,30.74,-0.1,46.05,1.5
468,2387,32.93,2386,25.02,0.25,44.86,1.79
472,2387,30.76,2386,32.76,3.22,85.38,2.61
475,2387,29.97,2386,30.73,-0.17,46.28,1.51
468,2388,32.88,2387,25.03,0.07,44.66,1.78
472,2388,30.92,2387,32.93,-0.83,84.57,2.57
475,2388,29.98,2387,30.76,0.56,46.53,1.51
472,2389,31.27,2388,32.88,-0.69,83.79,2.55
468,2389,32.88,2388,24.93,-1.6,44.45,1.78
475,2389,30.0,2388,30.92,2.41,46.76,1.51
475,2390,30.0,2389,31.27,4.64,46.94,1.5
472,2390,31.77,2389,32.88,0.71,83.02,2.52
468,2390,32.89,2389,24.63,-4.33,44.24,1.8
472,2391,32.27,2390,32.89,0.11,82.18,2.5
468,2391,32.73,2390,24.08,-6.92,44.08,1.83
475,2391,30.0,2390,31.77,5.72,47.1,1.48
468,2392,32.27,2391,23.33,-8.25,44.0,1.89
475,2392,30.0,2391,32.27,4.66,47.19,1.46
472,2392,32.62,2391,32.73,-2.86,81.26,2.48
472,2393,32.79,2392,32.27,-6.57,80.27,2.49
475,2393,30.0,2392,32.62,2.43,47.21,1.45
468,2393,31.55,2392,22.5,-8.45,44.02,1.96
475,2394,30.0,2393,32.79,0.7,47.13,1.44
468,2394,30.81,2393,21.67,-8.26,44.14,2.04
472,2394,32.84,2393,31.55,-8.39,79.26,2.51
468,2395,30.27,2394,20.92,-6.92,44.35,2.12
475,2395,30.0,2394,32.84,0.1,46.95,1.43
472,2395,32.84,2394,30.81,-6.96,78.28,2.54
472,2396,32.84,2395,30.27,-3.96,77.3,2.55
468,2396,30.0,2395,20.32,-5.24,44.63,2.2
475,2396,30.0,2395,32.84,0.04,46.69,1.42
475,2397,30.0,2396,32.84,-0.08,46.39,1.41
472,2397,32.83,2396,30.0,-1.13,76.3,2.54
468,2397,30.01,2396,19.88,-3.33,44.99,2.26
475,2398,30.0,2397,32.83,-0.25,46.08,1.4
472,2398,32.79,2397,30.01,1.37,75.28,2.51
468,2398,30.25,2397,19.69,-0.76,45.38,2.3
475,2399,30.0,2398,32.79,-0.41,45.8,1.4
472,2399,32.73,2398,30.25,3.36,74.24,2.45
468,2399,30.58,2398,19.7,1.09,45.78,2.32
475,2400,30.0,2399,32.73,-0.72,45.55,1.39
472,2400,32.65,2399,30.58,3.79,73.17,2.39
468,2400,30.8,2399,19.81,1.74,46.16,2.33
472,2401,32.59,2400,30.8,1.36,72.07,2.34
475,2401,30.0,2400,32.65,-0.93,45.38,1.39
468,2401,30.75,2400,19.94,0.92,46.52,2.33
475,2402,30.0,2401,32.59,-0.46,45.23,1.39
472,2402,32.59,2401,30.75,-2.44,70.97,2.31
468,2402,30.47,2401,20.0,0.0,46.86,2.34
468,2403,30.18,2402,20.0,-0.02,47.2,2.36
475,2403,30.0,2402,32.59,0.43,45.05,1.38
472,2403,32.65,2402,30.47,-3.99,69.89,2.29
475,2404,30.0,2403,32.65,0.93,44.81,1.37
468,2404,30.02,2403,20.0,0.0,47.59,2.38
472,2404,32.73,2403,30.18,-2.36,68.87,2.28
472,2405,32.8,2404,30.02,-0.45,67.88,2.26
475,2405,30.03,2404,32.73,0.72,44.54,1.36
468,2405,29.89,2404,20.0,0.02,48.03,2.4
472,2406,32.77,2405,29.89,-1.31,66.88,2.24
468,2406,29.62,2405,20.0,0.02,48.55,2.43
475,2406,30.06,2405,32.8,0.62,44.26,1.35
472,2407,32.36,2406,29.62,-4.09,65.88,2.22
468,2407,29.19,2406,20.0,0.0,49.11,2.46
475,2407,29.97,2406,32.77,-0.92,43.97,1.34
468,2408,28.73,2407,20.0,0.0,49.71,2.49
475,2408,29.66,2407,32.36,-6.1,43.62,1.35
472,2408,31.4,2407,29.19,-5.28,64.93,2.22
475,2409,29.19,2408,31.4,-11.2,43.27,1.38
472,2409,29.84,2408,28.73,-4.18,64.04,2.23
468,2409,28.31,2408,20.0,0.0,50.32,2.52
472,2410,27.94,2409,28.31,-3.7,63.19,2.23
475,2410,28.83,2409,29.84,-11.2,43.07,1.44
468,2410,27.8,2409,20.0,0.0,50.93,2.55
475,2411,28.85,2410,27.94,-11.2,43.01,1.54
472,2411,26.28,2410,27.8,-5.84,62.37,2.24
468,2411,27.08,2410,20.0,0.0,51.53,2.58
472,2412,25.12,2411,27.08,-8.84,61.59,2.27
475,2412,29.22,2411,26.28,-11.2,43.06,1.64
468,2412,26.23,2411,20.0,0.0,52.13,2.61
468,2413,25.51,2412,20.0,0.0,52.72,2.64
475,2413,29.63,2412,25.12,-8.47,43.17,1.72
472,2413,24.5,2412,26.23,-9.04,60.93,2.32
472,2414,24.45,2413,25.51,-5.86,60.37,2.37
468,2414,25.1,2413,20.0,0.0,53.36,2.67
475,2414,29.85,2413,24.5,-3.0,43.3,1.77
468,2415,24.98,2414,20.0,0.0,54.1,2.71
472,2415,24.83,2414,25.1,-2.03,59.87,2.39
475,2415,29.88,2414,24.45,1.56,43.39,1.77
468,2416,24.99,2415,20.0,0.0,54.98,2.75
475,2416,29.88,2415,24.83,5.86,43.45,1.75
472,2416,25.47,2415,24.98,0.09,59.39,2.38
475,2417,29.96,2416,25.47,8.0,43.45,1.71
472,2417,26.03,2416,24.99,0.24,58.89,2.36
468,2417,25.0,2416,20.0,0.0,55.95,2.8
475,2418,29.93,2417,26.03,4.46,43.35,1.67
468,2418,25.0,2417,20.0,0.0,56.95,2.85
472,2418,26.17,2417,25.0,-0.03,58.39,2.34
468,2419,25.0,2418,20.0,0.0,57.95,2.9
475,2419,29.54,2418,26.17,-1.9,43.18,1.65
472,2419,25.86,2418,25.0,0.0,57.89,2.32
475,2420,28.7,2419,25.86,-5.36,43.04,1.66
468,2420,25.0,2419,20.0,0.0,59.01,2.95
472,2420,25.41,2419,25.0,0.0,57.39,2.3
475,2421,27.53,2420,25.41,-4.41,42.99,1.69
472,2421,25.09,2420,25.0,0.0,56.89,2.28
468,2421,25.0,2420,20.0,0.0,60.2,3.01
475,2422,26.37,2421,25.09,-1.66,42.99,1.71
472,2422,24.99,2421,25.0,0.0,56.39,2.26
468,2422,24.94,2421,20.0,0.0,61.51,3.08
472,2423,24.99,2422,24.94,-0.9,55.88,2.24
475,2423,25.52,2422,24.99,0.0,43.01,1.72
468,2423,24.81,2422,20.0,-0.02,62.95,3.15
472,2424,25.0,2423,24.81,-1.69,55.39,2.23
468,2424,24.72,2423,20.0,0.0,64.46,3.22
475,2424,25.07,2423,24.99,0.16,43.0,1.72
472,2425,25.0,2424,24.72,-0.82,54.92,2.22
468,2425,24.72,2424,19.99,-0.13,65.98,3.3
475,2425,25.01,2424,25.0,0.0,42.97,1.72
468,2426,24.81,2425,19.98,-0.1,67.48,3.38
472,2426,25.0,2425,24.72,0.79,54.46,2.2
475,2426,25.24,2425,25.0,0.0,42.93,1.72
468,2427,24.94,2426,20.04,1.07,68.99,3.44
472,2427,25.0,2426,24.81,1.68,53.98,2.18
475,2427,25.56,2426,25.0,0.0,42.9,1.72
475,2428,25.77,2427,25.0,-0.03,42.89,1.72
468,2428,25.0,2427,20.29,3.55,70.5,3.47
472,2428,25.0,2427,24.94,0.91,53.48,2.14
475,2429,25.72,2428,25.0,0.0,42.9,1.72
472,2429,25.0,2428,25.0,0.0,53.01,2.12
468,2429,25.0,2428,20.77,6.28,71.97,3.47
472,2430,25.0,2429,25.0,0.0,52.61,2.1
468,2430,25.0,2429,21.44,7.53,73.37,3.42
475,2430,25.45,2429,25.0,0.0,42.9,1.72
475,2431,25.16,2430,25.0,0.0,42.9,1.72
472,2431,25.0,2430,25.0,0.0,52.3,2.09
468,2431,25.0,2430,22.11,6.31,74.68,3.38
475,2432,24.99,2431,25.0,0.0,42.9,1.72
468,2432,25.0,2431,22.6,3.59,75.92,3.36
472,2432,25.0,2431,25.0,0.0,52.06,2.08
472,2433,25.0,2432,25.0,0.0,51.85,2.07
475,2433,24.97,2432,25.0,0.0,42.9,1.72
468,2433,25.0,2432,22.84,1.06,77.13,3.38
472,2434,25.0,2433,25.0,0.0,51.65,2.07
475,2434,24.98,2433,25.0,0.0,42.9,1.72
468,2434,25.0,2433,22.91,-0.14,78.33,3.42
472,2435,25.0,2434,25.0,0.0,51.44,2.06
468,2435,25.0,2434,22.89,-0.16,79.54,3.47
475,2435,24.96,2434,25.0,0.0,42.9,1.72
468,2436,25.0,2435,22.88,0.0,80.75,3.53
475,2436,25.06,2435,25.0,0.0,42.9,1.72
472,2436,25.0,2435,25.0,0.0,51.23,2.05
475,2437,25.38,2436,25.0,0.0,42.9,1.72
472,2437,25.0,2436,25.0,0.0,51.02,2.04
468,2437,25.0,2436,22.88,-0.08,81.96,3.58
475,2438,25.86,2437,25.0,0.0,42.9,1.72
472,2438,25.0,2437,25.0,-0.02,50.8,2.03
468,2438,25.0,2437,22.86,-0.2,83.17,3.64
475,2439,26.25,2438,25.0,0.0,42.9,1.72
468,2439,25.0,2438,22.9,0.65,84.39,3.69
472,2439,25.01,2438,25.0,0.0,50.58,2.02
472,2440,24.95,2439,25.0,0.0,50.36,2.01
475,2440,26.25,2439,25.01,0.07,42.9,1.72
468,2440,25.0,2439,23.09,2.75,85.61,3.71
472,2441,24.72,2440,25.0,0.0,50.17,2.01
475,2441,25.86,2440,24.95,-1.0,42.89,1.72
468,2441,25.0,2440,23.45,4.84,86.81,3.7
472,2442,24.33,2441,25.0,0.0,50.03,2.0
475,2442,25.38,2441,24.72,-3.22,42.88,1.73
468,2442,25.0,2441,23.97,5.89,87.96,3.67
472,2443,23.89,2442,25.0,0.0,49.95,2.0
468,2443,25.0,2442,24.61,6.61,89.05,3.62
475,2443,25.07,2442,24.33,-4.99,42.92,1.76
468,2444,25.01,2443,25.38,8.48,90.01,3.55
472,2444,23.63,2443,25.0,0.0,49.94,2.0
475,2444,24.99,2443,23.89,-4.47,43.01,1.8
475,2445,24.89,2444,23.63,-0.94,43.17,1.83
468,2445,25.03,2444,26.36,11.15,90.76,3.44
472,2445,23.67,2444,25.01,0.23,50.0,2.0
468,2446,24.94,2445,27.52,11.2,91.25,3.32
472,2446,23.79,2445,25.03,0.19,50.19,2.01
475,2446,24.47,2445,23.67,2.02,43.33,1.83
475,2447,23.64,2446,23.79,1.36,43.47,1.83
472,2447,23.7,2446,24.94,-1.56,50.49,2.02
468,2447,24.59,2446,28.64,10.63,91.5,3.19
475,2448,22.5,2447,23.7,-2.57,43.56,1.84
472,2448,23.26,2447,24.59,-5.11,50.93,2.07
468,2448,23.93,2447,29.46,6.26,91.54,3.11
472,2449,22.5,2448,23.93,-8.48,51.48,2.15
468,2449,23.08,2448,29.9,2.04,91.52,3.06
475,2449,21.36,2448,23.26,-6.86,43.63,1.88
468,2450,22.33,2449,30.03,-0.08,91.52,3.05
472,2450,21.65,2449,23.08,-9.13,52.14,2.26
475,2450,20.53,2449,22.5,-8.8,43.68,1.94
475,2451,20.1,2450,21.65,-8.43,43.73,2.02
468,2451,21.87,2450,30.01,-0.24,91.52,3.05
472,2451,20.99,2450,22.33,-6.45,52.89,2.37
468,2452,21.7,2451,30.0,0.02,91.47,3.05
472,2452,20.76,2451,21.87,-2.71,53.72,2.46
475,2452,19.97,2451,20.99,-5.24,43.8,2.09
468,2453,21.69,2452,30.0,0.0,91.28,3.04
472,2453,20.92,2452,21.7,-0.22,54.56,2.51
475,2453,19.98,2452,20.76,0.17,43.92,2.12
472,2454,21.18,2453,21.69,0.45,55.4,2.55
475,2454,20.0,2453,20.92,3.85,44.03,2.1
468,2454,21.73,2453,30.0,0.0,90.97,3.03
475,2455,20.0,2454,21.18,2.55,44.08,2.08
472,2455,21.27,2454,21.73,0.12,56.23,2.59
468,2455,21.73,2454,30.0,0.0,90.52,3.02
468,2456,21.73,2455,30.0,0.0,90.02,3.0
472,2456,21.23,2455,21.73,-0.04,57.05,2.63
475,2456,19.94,2455,21.27,-0.93,44.11,2.07
468,2457,21.73,2456,30.0,0.0,89.52,2.98
475,2457,19.8,2456,21.23,-1.18,44.15,2.08
472,2457,21.22,2456,21.73,0.0,57.88,2.66
475,2458,19.7,2457,21.22,1.1,44.22,2.08
468,2458,21.73,2457,30.0,0.0,89.02,2.97
472,2458,21.27,2457,21.73,0.0,58.71,2.7
475,2459,19.7,2458,21.27,1.09,44.27,2.08
468,2459,21.74,2458,30.0,0.0,88.47,2.95
472,2459,21.27,2458,21.73,-0.02,59.53,2.74
475,2460,19.8,2459,21.27,-1.09,44.3,2.08
472,2460,21.21,2459,21.74,0.16,60.36,2.78
468,2460,21.76,2459,30.0,0.0,87.78,2.93
472,2461,21.22,2460,21.76,0.32,61.18,2.81
468,2461,21.78,2460,30.02,0.25,86.97,2.9
475,2461,19.94,2460,21.21,-1.35,44.34,2.09
472,2462,21.39,2461,21.78,0.16,62.01,2.85
468,2462,21.78,2461,30.03,0.06,86.02,2.86
475,2462,20.0,2461,21.22,1.33,44.42,2.09
468,2463,21.76,2462,29.93,-1.61,85.0,2.84
472,2463,21.53,2462,21.78,-0.14,62.84,2.89
475,2463,20.0,2462,21.39,3.01,44.49,2.08
472,2464,21.39,2463,21.76,-0.3,63.67,2.93
475,2464,20.0,2463,21.53,0.51,44.5,2.07
468,2464,21.74,2463,29.62,-4.33,83.98,2.84
475,2465,20.0,2464,21.39,-3.48,44.49,2.08
472,2465,20.99,2464,21.74,-0.17,64.45,2.96
468,2465,21.72,2464,29.08,-6.92,83.02,2.85
475,2466,20.0,2465,20.99,-5.33,44.53,2.12
472,2466,20.58,2465,21.72,-0.12,65.16,3.0
468,2466,21.71,2465,28.33,-8.23,82.14,2.9
472,2467,20.46,2466,21.71,-0.14,65.78,3.03
468,2467,21.75,2466,27.5,-8.43,81.37,2.96
475,2467,20.0,2466,20.58,-3.52,44.64,2.17
468,2468,21.94,2467,26.67,-8.26,80.66,3.02
475,2468,20.0,2467,20.46,0.99,44.79,2.19
472,2468,20.7,2467,21.75,0.76,66.33,3.05
472,2469,21.07,2468,21.94,2.77,66.78,3.04
468,2469,22.33,2468,25.92,-6.94,79.99,3.09
475,2469,20.0,2468,20.7,4.24,44.93,2.17
472,2470,21.37,2469,22.33,5.02,67.13,3.01
468,2470,22.86,2469,25.37,-4.33,79.26,3.12
475,2470,20.0,2469,21.07,4.16,45.03,2.14
472,2471,21.51,2470,22.86,6.08,67.37,2.95
468,2471,23.4,2470,25.07,-1.59,78.46,3.13
475,2471,20.0,2470,21.37,1.9,45.14,2.11
472,2472,21.5,2471,23.4,5.04,67.54,2.89
468,2472,23.79,2471,24.97,0.07,77.54,3.11
475,2472,20.0,2471,21.51,0.16,45.3,2.11
475,2473,20.0,2472,21.5,-0.19,45.53,2.12
472,2473,21.39,2472,23.79,2.77,67.65,2.84
468,2473,23.97,2472,24.98,0.24,76.56,3.06
475,2474,20.0,2473,21.39,-1.66,45.78,2.14
472,2474,21.13,2473,23.97,0.75,67.75,2.83
468,2474,24.02,2473,25.0,0.0,75.56,3.02
468,2475,24.01,2474,25.0,0.0,74.57,2.98
475,2475,20.0,2474,21.13,-3.59,46.04,2.18
472,2475,20.9,2474,24.02,-0.14,67.84,2.82
468,2476,24.02,2475,25.02,0.25,73.57,2.94
475,2476,20.0,2475,20.9,-2.18,46.36,2.22
472,2476,20.99,2475,24.01,-0.03,67.94,2.83
475,2477,20.0,2476,20.99,3.37,46.71,2.23
468,2477,24.0,2476,25.03,0.08,72.53,2.9
472,2477,21.59,2476,24.02,0.16,68.04,2.83
468,2478,23.89,2477,24.9,-2.04,71.38,2.87
475,2478,20.0,2477,21.59,9.34,47.04,2.18
472,2478,22.53,2477,24.0,-0.32,68.15,2.84
468,2479,23.63,2478,24.47,-6.26,70.17,2.87
475,2479,20.0,2478,22.53,10.58,47.25,2.1
472,2479,23.37,2478,23.89,-1.73,68.25,2.86
468,2480,23.25,2479,23.64,-10.7,68.99,2.92
475,2480,20.0,2479,23.37,6.89,47.32,2.02
472,2480,23.86,2479,23.63,-3.52,68.31,2.89
472,2481,24.03,2480,23.25,-4.36,68.26,2.94
475,2481,20.0,2480,23.86,2.54,47.27,1.98
468,2481,22.87,2480,22.5,-11.2,67.92,3.02
468,2482,22.62,2481,21.37,-10.7,66.93,3.13
475,2482,20.0,2481,24.03,0.17,47.15,1.96
472,2482,24.04,2481,22.87,-3.48,68.16,2.98
468,2483,22.5,2482,20.53,-6.28,66.01,3.22
472,2483,24.03,2482,22.62,-1.7,67.95,3.0
475,2483,20.0,2482,24.04,-0.12,47.0,1.96
475,2484,20.0,2483,24.03,0.04,46.84,1.95
472,2484,23.99,2483,22.5,-0.32,67.7,3.01
468,2484,22.49,2483,20.1,-2.06,65.06,3.24
472,2485,23.82,2484,22.49,0.15,67.44,3.0
468,2485,22.5,2484,19.97,0.08,64.04,3.21
475,2485,20.0,2484,23.99,-0.73,46.68,1.95
472,2486,23.47,2485,22.5,0.16,67.19,2.99
468,2486,22.51,2485,20.0,0.52,62.91,3.15
475,2486,20.0,2485,23.82,-2.4,46.52,1.95
472,2487,22.98,2486,22.51,0.02,66.94,2.97
468,2487,22.47,2486,20.03,0.08,61.76,3.08
475,2487,20.0,2486,23.47,-4.56,46.39,1.98
475,2488,19.97,2487,22.98,-5.67,46.31,2.02
472,2488,22.49,2487,22.47,-0.77,66.7,2.97
468,2488,22.31,2487,19.9,-2.05,60.63,3.05
472,2489,22.15,2488,22.31,-2.23,66.45,2.98
475,2489,19.89,2488,22.49,-4.57,46.3,2.06
468,2489,22.02,2488,19.47,-6.25,59.6,3.06
475,2490,19.78,2489,22.15,-2.25,46.32,2.09
472,2490,22.0,2489,22.02,-3.7,66.17,3.0
468,2490,21.63,2489,18.64,-10.69,58.68,3.15
472,2491,21.98,2490,21.63,-4.36,65.79,3.04
475,2491,19.66,2490,22.0,-0.43,46.32,2.11
468,2491,21.23,2490,17.5,-11.2,57.9,3.31
472,2492,21.99,2491,21.23,-3.72,65.35,3.08
468,2492,20.94,2491,16.37,-10.7,57.23,3.5
475,2492,19.59,2491,21.98,0.19,46.26,2.1
472,2493,22.0,2492,20.94,-2.24,64.8,3.09
468,2493,20.79,2492,15.54,-6.27,56.69,3.65
475,2493,19.55,2492,21.99,0.07,46.16,2.1
472,2494,22.0,2493,20.79,-0.75,64.23,3.09
468,2494,20.74,2493,15.1,-2.05,56.21,3.72
475,2494,19.55,2493,22.0,-0.05,46.03,2.09
472,2495,22.04,2494,20.74,0.03,63.64,3.07
468,2495,20.74,2494,14.97,0.07,55.75,3.72
475,2495,19.55,2494,22.0,0.11,45.9,2.09
475,2496,19.55,2495,22.04,0.58,45.78,2.08
468,2496,20.75,2495,14.98,0.25,55.27,3.69
472,2496,22.13,2495,20.74,0.08,63.06,3.04
475,2497,19.55,2496,22.13,1.16,45.65,2.06
472,2497,22.25,2496,20.75,0.0,62.49,3.01
468,2497,20.75,2496,15.0,0.0,54.78,3.65
475,2498,19.55,2497,22.25,1.45,45.51,2.05
472,2498,22.38,2497,20.75,0.0,61.91,2.98
468,2498,20.75,2497,15.0,0.0,54.3,3.62
472,2499,22.46,2498,20.75,0.0,61.34,2.96
475,2499,19.55,2498,22.38,1.17,45.35,2.03
468,2499,20.75,2498,15.0,0.0,53.82,3.59
472,2500,22.5,2499,20.75,0.0,60.76,2.93
475,2500,19.6,2499,22.46,0.56,45.18,2.01
468,2500,20.75,2499,15.0,0.0,53.33,3.56
468,2501,20.75,2500,15.0,0.0,52.85,3.52
472,2501,22.5,2500,20.75,0.0,60.19,2.9
475,2501,19.7,2500,22.5,0.1,45.0,2.0
468,2502,20.75,2501,15.0,0.0,52.37,3.49
472,2502,22.52,2501,20.75,0.0,59.61,2.87
475,2502,19.83,2501,22.5,-0.05,44.82,1.99
472,2503,22.5,2502,20.75,0.0,59.04,2.85
475,2503,19.94,2502,22.52,0.29,44.65,1.98
468,2503,20.75,2502,15.0,0.0,51.88,3.46
472,2504,22.2,2503,20.75,0.0,58.46,2.82
475,2504,20.0,2503,22.5,-0.43,44.47,1.98
468,2504,20.75,2503,15.02,0.25,51.4,3.42
468,2505,20.77,2504,15.03,0.07,50.91,3.39
475,2505,20.01,2504,22.2,-4.57,44.27,1.99
472,2505,21.4,2504,20.75,0.0,57.89,2.79
468,2506,20.77,2505,14.93,-1.6,50.42,3.38
472,2506,20.13,2505,20.77,0.28,57.33,2.76
475,2506,20.0,2505,21.4,-11.09,44.1,2.06
468,2507,20.59,2506,14.63,-4.33,49.93,3.41
472,2507,18.82,2506,20.77,-0.06,56.75,2.73
475,2507,20.0,2506,20.13,-11.2,44.12,2.19
468,2508,20.05,2507,14.08,-6.93,49.49,3.51
472,2508,18.19,2507,20.59,-2.81,56.12,2.73
475,2508,20.0,2507,18.82,-11.2,44.25,2.35
468,2509,19.07,2508,13.33,-8.25,49.12,3.69
472,2509,18.6,2508,20.05,-7.65,55.42,2.76
475,2509,20.0,2508,18.19,-1.47,44.57,2.45
475,2510,20.0,2509,18.6,10.34,44.82,2.41
472,2510,19.83,2509,19.07,-11.2,54.73,2.87
468,2510,17.74,2509,12.5,-8.43,48.85,3.91
468,2511,16.45,2510,11.67,-8.23,48.66,4.17
475,2511,20.0,2510,19.83,11.2,44.73,2.26
472,2511,21.18,2510,17.74,-11.2,54.1,3.05
475,2512,20.0,2511,21.18,11.2,44.4,2.1
468,2512,15.53,2511,10.92,-6.92,48.56,4.45
472,2512,22.1,2511,16.45,-11.2,53.5,3.25
472,2513,22.48,2512,15.53,-6.82,52.99,3.41
468,2513,15.06,2512,10.38,-4.34,48.53,4.68
475,2513,20.0,2512,22.1,5.7,43.76,1.98
475,2514,20.0,2513,22.48,0.84,42.97,1.91
472,2514,22.54,2513,15.06,-1.87,52.5,3.49
468,2514,14.96,2513,10.07,-1.61,48.56,4.82
475,2515,20.0,2514,22.54,-0.18,42.18,1.87
472,2515,22.53,2514,14.96,0.38,52.0,3.48
468,2515,14.99,2514,10.0,0.52,48.6,4.86
468,2516,15.0,2515,10.08,1.11,48.61,4.82
472,2516,22.46,2515,14.99,0.26,51.5,3.44
475,2516,20.0,2515,22.53,0.21,41.43,1.84
475,2517,20.0,2516,22.46,-1.15,40.67,1.81
472,2517,22.17,2516,15.0,-0.03,51.02,3.4
468,2517,15.0,2516,10.14,0.41,48.54,4.79
475,2518,20.0,2517,22.17,-4.25,39.91,1.8
472,2518,21.58,2517,15.0,0.0,50.54,3.37
468,2518,15.0,2517,10.14,-0.41,48.4,4.77
472,2519,20.75,2518,15.0,0.0,50.06,3.34
468,2519,15.0,2518,10.09,-0.86,48.21,4.78
475,2519,20.0,2518,21.58,-7.8,39.19,1.82
468,2520,15.0,2519,10.03,-0.46,48.02,4.79
472,2520,19.92,2519,15.0,0.0,49.56,3.3
475,2520,20.0,2519,20.75,-9.43,38.56,1.86
472,2521,19.32,2520,15.0,0.0,49.06,3.27
475,2521,20.0,2520,19.92,-7.79,38.04,1.91
468,2521,15.0,2520,10.0,0.0,47.83,4.78
475,2522,20.0,2521,19.32,-4.23,37.61,1.95
472,2522,19.04,2521,15.0,0.0,48.56,3.24
468,2522,15.0,2521,10.0,0.0,47.65,4.76
472,2523,18.97,2522,15.0,0.0,48.06,3.2
475,2523,20.0,2522,19.04,-1.14,37.22,1.95
468,2523,15.0,2522,10.0,0.0,47.46,4.75
475,2524,20.0,2523,18.97,0.2,36.83,1.94
468,2524,15.0,2523,10.0,0.0,47.28,4.73
472,2524,19.0,2523,15.0,0.0,47.56,3.17
468,2525,15.0,2524,10.0,0.0,47.1,4.71
475,2525,20.0,2524,19.0,0.36,36.44,1.92
472,2525,19.03,2524,15.0,0.0,47.06,3.14
472,2526,18.95,2525,15.0,0.0,46.56,3.1
468,2526,15.0,2525,10.0,0.0,46.91,4.69
475,2526,20.0,2525,19.03,0.14,36.03,1.89
472,2527,18.65,2526,15.0,0.0,46.06,3.07
468,2527,15.0,2526,10.0,0.0,46.73,4.67
475,2527,20.0,2526,18.95,-1.27,35.62,1.88
468,2528,15.0,2527,10.0,0.0,46.55,4.65
472,2528,18.07,2527,15.0,0.0,45.56,3.04
475,2528,20.0,2527,18.65,-4.31,35.21,1.89
468,2529,15.0,2528,10.0,0.0,46.36,4.64
472,2529,17.25,2528,15.0,0.0,45.06,3.0
475,2529,20.0,2528,18.07,-7.66,34.85,1.93
472,2530,16.43,2529,15.0,0.0,44.56,2.97
475,2530,20.0,2529,17.25,-9.17,34.57,2.0
468,2530,15.02,2529,10.0,0.0,46.18,4.62
472,2531,15.85,2530,15.02,0.25,44.06,2.93
468,2531,15.03,2530,10.0,0.0,46.0,4.6
475,2531,20.0,2530,16.43,-7.66,34.4,2.09
468,2532,14.93,2531,10.0,0.0,45.81,4.58
472,2532,15.57,2531,15.03,0.07,43.55,2.9
475,2532,20.0,2531,15.85,-4.31,34.32,2.17
472,2533,15.5,2532,14.93,-1.6,43.04,2.88
468,2533,14.63,2532,10.0,0.0,45.63,4.56
475,2533,20.02,2532,15.57,-1.04,34.29,2.2
468,2534,14.08,2533,10.0,0.0,45.45,4.54
472,2534,15.43,2533,14.63,-4.33,42.54,2.91
475,2534,20.03,2533,15.5,0.24,34.25,2.21
468,2535,13.33,2534,10.0,0.0,45.26,4.53
475,2535,19.92,2534,15.43,-1.3,34.15,2.21
